ஆ|	A:A|
க|ல:்|ஃ:ப:்|	G:u|l|f|
த|ி|வ|ா|ன|ி|	D|i|w|a|n|i|
க|ெ|ன|ோ|ஷ|	K|e|n|o|s:h:a|
க|த:்:த|ா|	K:h:a|t:t|a|
ம|ீ|த:்:த|ா|	M|e:e|t:h|a|
க|்:ல|ங:்|	K|l|a:n:g|
ல|ே|வ|ர:்|	L|e|V:a|r|
ப|ர|்|ட:ன:்|	B|u:r|t|o:n|
ம:க|ா|ய:ா|	M:a:k|h|a:y:a|
ந:ி:ட|ி|ன|ி|	N:t|i|n|i|
ம|ர|ி:ய:ோ|	M:a|r|i:o|
க:ு:வ|ோ|ம|ோ|	C:u|o|m|o|
ல|ி|ன|ெ|ட|்|	L|i|n|a|t|e|
ந|ந:்|த:்|	N:A|N|D|
ந|ன:்|ஹ|ா|	N:a|n|h|a|
ந|ன:்|ஹ|ெ|	N:a|n|h|e|
ம|ு|ன|்:ன:ெ|	M|u|n|n:e|
ந|ோ|ய:ல:்|	N|o|e:l|
ஓ|ட:்:ட|ோ|	O|t:t|o|
ப|ர|்:த:்|	P:a|r|t:h|
ப|ோ|வ|ா|ர:்|	P|o|w|a|r|
ல|ு|த|ா|ர|ி|	l|u|t|a|r|i|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
ச|ல|ீ|ம:்|	S:a|l|e:e|m|
ஷ|ோ|ய|ப:்|	S:h|o|a:i|b|
அ|க|்|த|ர:்|	A|k|h|t:a|r|
ட|ே|வ|ி|ஸ:்|	D|a|v|i|s|
த:ா|ம|ஸ:்|	T:h:o|m:a|s|
ஹ:ா|ப:்|ஸ:்|	H:o:b|b|s|
ப|ே:ய:்|ன|்|	P|a:i|n|e|
உ|ஜ|ு|ங:்|	U|j:u|n|g|
க|ு|ல|ு:ன:்|	K|u|l|o:n|
உ|ர:்|த|ு|	U|r|d|u|
ட|ை|ம|்|ஸ:்|	t|i|m|e|s|
த|ா|ஹ|ி|ய|ா|	D|a|h|i|y|a|
வ|ா|ர|ன:்|	W|a|r|r:e:n|
ப|ெ:ட:்|ட|ி|	B|e:t|t|i:e|
ல|ா|ங:்|ட|ே|	L|a:n|g|d|e|
ம|ா|த:்|	m|a|t|
ர|ோ|	R|O|
க:ன|ட:ா|	C:a:n|a:d:a|
ல|ி|ட|்|ர|ே|ச:்:ச|ர|்|	l|i|t|e|r|a|t:u|r|e|
இ:ய|ர|்:ஸ:்|	Y:e:a|r|s:'|
ச|ோ|ல|ா|ஹ:்|	S|o|l|a|h|
ச|ா|ல:்|	S:a|a|l|
த:ு|ர:ு|வ:்|	D|h:r:u|v|
ஃ:ப:்|ர:ீ|	f|r:e:e|
ப:ி|ர:ெ|ஸ:்|	p|r:e:s|s|
ஜ|ர:்|ன|ல:்|	J:o:u|r|n:a|l|
ச|ு|ன:்|ஜ|ே|	S|u|n|j|e|
ஆ:ய|ே|க|ே|	a:a:y|e|g|a|
ஆ|ன|ீ|வ|ா|ல|ா|	A:a|n|e|w|a|l|a|
ப|ர:ீ|க:்|ஷ:ா|	P:a|r:e:e|k|s:h:a|
ஃ:ப:்|ள:வ|ர|்|	f|l:o:w|e|r|
அ|ன|ி|ல:்|	A|n|i|l|
த|ல:்|ப|ா|த:்|	D:a|l|p|a|t|
அ|ந:்:த|ா|ஸ:்|	A|n:d|a|z|
ஏ:வ:ோ|ன:்|	A:o|n|
அ:ப:்|ன|ி|	a:p|n|i|
ந:ோ|ஃ:ப|்:க:ே|	N:o:f|f|k:e|
அ|ட|ு|ல:்|	A|t|u|l|
வ|ா|ஸ:்|ஸ|ன:்|	W|a|s|s:a|n|
அ|ல:்|த|ி|ன:்|	A|l|d|i|n|
ப|ா|ய:ர:்|	B:a|y|e:r|
ஃ:ப|ோ|ர:்:ஜ|்|	f|o|r:g|e|
ச|ீ|ச|ர:்|	C|e|s:a|r|
ச|ந:்:த|ா|	C:h:a|n:d|a|
ஃ:ப|ோ|ர:்|ட:்|	F|o|r|t|
ச:ி|ன:்|ன|	C:h:i|n|n:a|
க|ஞ:்:ச|ா|ம:்|	G:a|n:j|a|m|
த:ௌ|ர|ம:்|	D:a:u|r:a|m|
ம|த:்|ப|ூ|ர|ா|	M|a:d:h|p|u|r|a|
ஃ:ப:ெ|ர:்|ட:்|	F:e|r|t|
எ:ம:்|ம|ி|	E:m|m|y|
க|வ|ி|ன:்|	G:a:u|v|i|n|
ந:ி:ய|ூ:ச|ம:்|	N|u:s:o|m|
க|ி|ஸ:்|ம|த:்|	K|i|s|m:a|t|
ஹ|ெ|ல|ன:்|	H|e|l:e|n|
க|ெ:ல:்|ல|ர:்|	K|e:l|l:e|r|
ச:ா|ப:்|ப|ல:்|	C:h:a|p|p|e:l:l|
ப:ி|ர|ப:ா|த:்|	P|r:a|b:h:a|t|
ம|ெ|வ|ன:்|	M|e|v:a|n|
ப|ி|ய|ர|ி|ஸ:்|	P|i|e|r|i|s|
ந:வ|ே|த:்|	N:a:v|e|d|
அ|ஷ|்:ர|ஃ:ப:்|	A|s:h|r|a:f|
ப|ட:்:ட|ே|ல:்|	P:a|t|e|l|
அ|ஹ|ோ|ல:்|ட:ு|	a|h|o|l|d|
ச|ர|ி|க|ம|	S:a|r|e|g:a|m:a|
ப|ி|ய|ர|்:ஸ:்|	P|e|a|r|c:e|
த:க|ே|ட|ா|	T:a:k|e|d|a|
ஸ|ஃ:ப|ர:்|	Z|a:f:a|r|
இ|க:்|ப|ா|ல:்|	I|q|b|a|l|
க|ு|த:்|ர|த:்|	K|u|d|r:a|t|
ர:வ|ி|த|ா:ஸ:்|	R:a:v|i|d:a|s|
க|ா|ஹ|ா|ன|ி|	K|a|h|a|n|i|
அ|க|ா|ட|ெ|ம|ி|	A|c|a|d|e|m|y|
ஆ|ர:்|ட:்|ஸ:்|	a|r|t|s|
ட|ங:்:க|ா|	D:a|n:k|a|
ப:ி|ச|ி:ன|ஸ:்|	b|u|s:i:n|e:s:s|
அ|ல:்|ப:ீ|	A|l|b:i:e|
ம|ோ|ர|்:க:ெ|ல:்|	M|o|r|k:e|l|
க|ு|ம:்|ப:ி:ள|ே|	K|u|m|b:l|e|
ம|ா|ல|்:ல:ெ|ட|்|	M|a|l|l:e|t|t|
வ:ு|ட:்|க:ா|க:்|	W:o:o|d|c:o:c|k|
அ|த:ு|ல|ா|	A|t:h:u|l|a|
ச|ம|ர|ச|ே|க|ர:ா|	S:a|m:a|r:a|s|e|k|e:r:a|
ப|ன|்:ஸ:ி|	B:a|n|s:i|
ப|ஹ|ர:்|ப|ூ|ர:்|	P:a|h:a|r|p|u|r|
ப|வ:ோ|ர|ி|	B:a|o|r|i|
த:ி|க:்|ர|ி:ய:ா|	T:h:i|k|r|i:a|
ச|ு|ர:்|த|ா:ஸ:்|	S|u|r|d:a|s|
ச:ம|ா:ச:்|ச|ர:்|	S:a:m|a|c:h:a|r|
ம|ே|ம:்|ச|ா|ப:்|	m|e|m|s:a|a|b|
க|ர|்:ட:்|	C|u:r|t|
க|ோ|ப|ெ:ய:்|ன:்|	C|o|b|a:i|n|
எ|ர|ி|க:்|	E|r|i|c|
உ|ப|ஷ|ா:ந:்|த:ா|	U|p:a|s:h|a:n|t:h:a|
ம|ி:ர|ு|த|்:ய:ு|	M|r|i|t|y:u|
ஜ|ோ|ச|ப:்|	J|o|s|e:p:h|
க|ே|ம|்|ப|ெ|ல|்|	C|a|m|p|b|e|l|l|
ஸ:்:ட|ா|ல|ி|ன:்|	S:t|a|l|i|n|
க|ற|்|ப|க|	K|r|u|p|k:a|
வ|ி|ந|ா|ய:க|ர:்|	V|i|n|a|y:e:k|a:a:r|
ல:க|்:க:ி|	l:u:c|k:y|
ந|ம:்|ப:ர|்:ஸ:்|	n:u|m|b|e:r|
ம|ே|ட|ம:்|	M|a|d:a|m|
ஸ|ா|ப|ா|ட:்:ட|ா|	Z|a|p|a|t:t|a|
ம|ஹ|ே|ஸ:்|	M:a|h|e|s|
க:ூ|ண:த|ி:ல|க:ே|	G:o:o|n:a:t|i:l:l|e:k:e|
ம|ா|ஸ:்|த|	M|a|z|d:a|
ம:ோ:ட|்:ட:ா|ர:்|	m:o|t:o|r|
ம|ே|ன|ர|ா|	M|e|n:a|r|a|
ம:ே|ப|ே|ங:்|க:்|	m:a:y|b|a|n|k|
ஒ|ம|ா|ர|ி|	O|m|a|r|i|
ப|ே|ங:்:க|்:ஸ:்|	b|a|n:k|s|
ப|ி|ய|ர|ி|	P|e|a|r|y|
ப|ெ:ட|ர:்|	P|e:d:e|r|
ஸ:்|க:்|ர|ா|ம:்|	S|k|r|a|m|
ப|க:்|க|ா|	p:u|c|c|a|
ப:ா|த:ா|ம|ா|ஷ|்|	B|a:d:a|m|a|s|h|
ர|ஷ|ீ|த:்|	R:a|s:h|i|d|
ல|த:்:த|ீ|ஃ:ப:்|	L:a|t|i|f|
ச|ல|ா|ம:்|	S:a|l:a|a|m|
ம|ெ:ம:்|ச|ா|ப:்|	m|e:m|s:a|a|b|
ச|த:ி|ஷ|்|	S|a:t:i|s|h|
க|ு|ஜ:்|ர|ா|ல:்|	G|u|j|r|a|l|
ம|ொ|ஹ|ம:்|ம|த:்|	M|o|h:a|m|m:a|d|
ப|ர:த|்:வ:ா|ஜ:்|	B:h:a|r:a:d|w:a|j|
ம|ா|ஹ|்:ம|ு|த:்|	M|a|h|m|u|d|
ஹ|ு|த|ா|ய|ி|	H|u|d|a|y|i|
ஜ|ோ|ஹ|ன:்|	J|o|h:a|n|
ஸ:்|ட:்|ர|ா|ஸ:்|	S|t|r|a:u|s|
ப|ே|ட|்:ச:்|	b|a|t|c:h|
ஒ|ச|ா|க|ா|	O|s|a|k|a|
ட:ி:ர|ே|ட|்|	t:r|a|d|e|
ல:ா|ர|ஸ:்|	L:a:u|r:e:u|s|
வ|ோ|ர:்|ல:்|ட:்|	w|o|r|l|d|
ஸ:்|ப|ோ|ர:்|ட:்|ஸ:்|	s|p|o|r|t|s|
ஓ|ப|ெ:ன:்|	o|p|e:n|
ட:ெ:க|்:ஸ:்|ட:்|	t:e|x|t|
ஹ:ெ|ட:்|க:ு:வ|ா|ர:்|ட|ர:்|ஸ:்|	h:e:a|d|q:u|a|r|t:e|r|s|
அ|ஜ|ீ|ப:்|	A|j|e:e|b|
இ|ட:்|ட:ே:ஃ|ப|க:்|	I|t|t:e|f:a|q|
அ|ஜ|ி|த:்|	A|j|i|t|
அ|க|ர:்|க:்:க|ர:்|	A|g:a|r|k:a|r|
ஸ:்:ட|ீ:வ|ர:்|ட:்|	S:t|e:w:a|r|t|
ர|ா|ப:ர|்:ட:்|ஸ:்|	R|o|b:e:r|t|s|
அ|ர|ா|த:்|	A|r|a|d|
ஆ|ட:்|ர:ே|	A:u|d|r:e:y|
ஹ|ெ:ப:்|ப|ர:்|ன:்|	H|e:p|b:u|r|n|
ஆ|வ|ா|ர|ா|	A|w:a|a|r|a|
அ|ப:்|த|ு|ல:்|ல:ா|	A|b|d|u|l|l:a:h|
ப|ங:்:க|ே|	B:a|n:k|e|
ச|ன|்:வ:ா|ர|ி:ய:ா|	s:a|n|w:a|r|i:a|
ச|ை|ப|ீ|ர|ி|ய:ன:்|	S|i|b|e|r|i|a:n|
ஃ:ப|ி|ல:்|	f|i|l|
ட:ோ|ன|ன|்:வ:ி|ய|ூ|	D:o:n|n:a|n|v:i|e|w|
ப:ி:ர|ி|ட:்|ஜ|ஸ:்|	b:r|i|d|g:e|s|
ப|ி|ள|ன|்:க:ெ|ட|்|	P|l|u|n|k:e|t|t|
ஓ:ப:்|ர|ா|	O:P|R|A|
வ|ி|ன:்|ஃ:ப:்|ர|ி|	W|i|n|f|r|e|
ப|ே|ல|ஸ:்|	P|a|l|a:c:e|
ர|ோ:ஜ|ர:்|	R|o:g:e|r|
ஹ|ா|ர:்|ப:்:ப|ர:்|	H|a|r|p:e|r|
ஷ:ா|ச|ன:்|	S:h:a|s:u|n|
ச|ெ|ள|த|்|	S|o|u|t|h|
அ|ம|ெ|ர|ி|க:்:க|ா|	A|m|e|r|i|c|a|
அ|ல:்|ப|ெ:ர:்|ட|ா|	A|l|b|e:r|t|a|
ப:்:ள|ி|க:்|ன:ா|ட:்|	B:l|i|g|n:a:u|t|
அ|ன|ு|ர|ா|	A|n|u|r|a|
ட|ெ:ன:்|ன|ி|க|ூ|ன:்|	T|e:n|n|e|k|o:o|n|
ச|க:்|ர|ி|	C:h:a|k|r|i|
ந|ா|ர|ே|ய:்:ப|ெ:ட:்|	N|a|r|e|u:b|e:t|
ஐ|ச|ூ|ஸ|ு|	I|s|u|z|u|
ம|ு|ர|ள:ி|	M|u|r|a:l:i|
க|ா|ர:்|த:்:த|ி|க:்|	K|a|r|t|i|k|
ப:ி:ர|ா|க:்:க|ெ:ன:்|	B:r|a|c:k|e:n|
த|ு|ல:்|ச|ி|த|ா:ஸ:்|	T|u|l|s|i|d:a|s|
ஷ|ம|ி|ர:்|	S:h:a|m|i|r|
ஆ|ப|்:ட:ி|க:்:க|ல:்|	o|p|t:i|c:a|l|
இ:ண:்|ட|ஸ:்|ட:ி:ர|ி|	i:n|d:u|s|t:r|y|
ட|வ|ு|க:்|	D|o|u|g|
வ|ா|ல:்|ட:்:ட|ர:்|ஸ:்|	W|a|l|t:e|r|s|
க|ர|்:ட:்|	K|u:r|t|
வ|ி|ல|்:க:ி|ன:்|ச|ன:்|	W|i|l|k:i|n|s:o|n|
ம|த:ு|ர|ா|	M|a:d:u|r|a|
க|ர:்|ம|ெ:ண:்|ட:்|ஸ:்|	g:a|r|m|e:n|t|s|
ட|ெ|ல|ி|ம|ே|க|்|க|ஸ:்|	T|e|l|e|m|a|c|h|u|s|
க|ா|ப:்:ப|ி|ட:்:ட|ல:்|	c|a|p|i|t:a|l|
ம|ன:்|ன|ா|	m:a|n|n|a|
ப|ெ:ல:்|ல:ோ|ஷ:ி|ப:்|	f|e:l|l:o:w|s:h:i|p|
க|ோ|ர|ல:்|	C|o|r:e|l|
ட|ோ|ர|ல:்|	D|o|r:e|l|
ஜ:ெ|ஃ:ப:்|ப:ெ:ர|்|ச|ன:்|	J:e:f|f|e:r|s|o|n|
ஃ:ப|ு|ட:்|	f|o:o|d|
ப|வ:ா|ன|ி|	B:h|a:w:a|n|i|
ப|ட:்:ட|ா|ச:்:ச|ா|ர|்:ய:ா|	B:h:a|t:t|a|c:h|a|r|y:a|
இ|வ|ெ:ன:்|	E|w|e:n|
ச:ா|ட:்|ஃ:ப:்|ப:ீ|ல|்:ட:்|	C:h:a|t|f|i|e:l|d|
ம|ஸ:்|ஸ:ி|	M:a|s|s:e:y|
ஒ|ட|ா|க|ோ|	O|t|a|g|o|
க:ௌ|ஷ|ல:்|	K:a:u|s:h:a|l|
ல|ொ|க:்:க|ு:வ:ா|ர|ா|ச|்|ச|ி|	L|o|k|u:a|r|a|c|h|c:h|i|
ச|ன:்|ட:ே|	S:u|n|d:a:y|
த:ய|ா|ர:்|-|ஏ|-|ஹ|ப|ி|ப:்|	D:a:y|a|r|-|e|-|h:a|b|i|b|
ட|ர:்|க|ா|-|ப|ெ|ர|்:ஷ:ி|ய:ன:்|	T:u|r|c|o|-|P|e|r|s:i|a:n|
ஆ|ப:்|ஷ|ர:்|	A:a|b|s:h:a|r|
ஆ|ச|ா|ர|ய:ா|	A:a|c:h:a|a|r|a:y:a|
ஆ|ச|்|வ|ல:்|	A:a|c|h|w:a|l|
ஆ|த|ர:்|ஷ|்|	A:a|d:a|r|s|h|
ஆ|ன:்|ச|ல:்|	A:a|n|c:h:a|l|
ஆ|ர|ா|த|ண|ா|	A:a|r|a|d:h:a|n|a|
ஆ|ர|ம:்|ப|்|	A:a|r:a|m|b|h|
ஆ|ர|ி|ஃ:ப:்|	A:a|r|i|f|
ஆ|ஸ:்|ம|ன:்|	A:a|s|m:a|n|
அ:ப|ி|ஜ|ய:்|	A:b:h|i|j:a|y|
அ|ப:்|ர|ர:்|	A|b|r:a|r|
அ:ச:்|ச|ல:்|	A|c:h:a|l|
அ|ச|ந|்:த:்|	A|c:h:a|n|d|
ஆ|க:்|ட|ர:்|	a|c|t:o|r|
ஆ:ட|ல|ர|ச|ு|	A:d:a|l:a|r:a|s|u|
ஆ:ட|ல|ர|ச|ு|	A:d:a|l|r:a|s|u|
ஆ|த|ர:்|ஷ:ி|	A|d:a|r|s:h:a|
அ|த|ி|க|வ:ி|	A|d|i|k|a:v:i|
அ|ஃ:ப:்|ல:ா|	A|f|l:a:h|
அ|ஃ:ப:்|ர|ா|	A|f|r|a|
அ|க|ஸ:்:த|ி|	A|g:a|s:t|i|
அ|ஹ:்|ம|ர:்|	A|h|m:a|r|
அ|ஜ|ந:்|த|ா|	A|j:a|n|t:a|a|
அ|ஜ|ந:்:த|ி|	a|j:a|n:t|i|
அ|ஜ|வ|ா|த:்|	A|j:a|w:a|a|d|
அ|க|ம|ா|ல:்|	A|k:a|m:a|a|l|
அ:க|ம|ா|ல:்|	a:k:a|m|a|l|
அ|க|ி|ஃ:ப:்|	A|k|i|f|
அ|க:்|ம|ல:்|	A|k|m:a|l|
அ|ல|ம|ே|த|ா|	A|l:a|m|e|d|a|
அ|ல|ர|ி|ஸ|்|	A|l:a|r|i|c|e|
அ|ல:்|ப|ன:்|	A|l|b:a|n|
அ|ல:்|ப|ர|ி|	A|l|b:u|r|y|
அ|ல:்|க|ன:்|	A|l|c:a|n|
அ|ல|்|ட:ன:்|	A|l|d|a:n|
அ|ல|ி|க|ர:்|	A|l|i|g|a:r:h|
அ|ல|ீ|ச|ன:்|	A|l|i|s:o|n|
அ|ல:ி|ச|ன:்|	A|l:l:y|s:o|n|
அ|ல|ம|ா|ஸ:்|	A|l|m|a|s|
அ|ல|ை:ச|ன:்|	A|l|y:s:o|n|
அ|ம|த:ே|ஸ:்|	A|m:a|d:e:u|s|
அ|ம|ர|ி|ஷ|்|	A|m:a|r|e|s|h|
அ|ம:்|ப|ர:்|	A|m|b:a|r|
அ|ம|ோ|ல|க:்|	A|m|o|l:a|k|
அ|ன|ட|்:ய:ா|	A|n:a|a:d|y:a|
அ|ன|ஹ|ி|த|ா|	A|n:a|h|i|t|a|
அ|ன|ந|்:த:்|	A|n:a|n|d|
ஆ|ன|ந|்:த:்|	A|n:a|n|d|
ஆ|ன|ந:்:த|ி|	A|n:a|n:d|i|
அ:ன|ன:்|ய:்|	a:n:a|n|y|
அ|ன|ன:்|ய:ா|	A|n:a|n|y:a:a|
அ|ன|ட|ோ|ல|ா|	A|n:a|t|o|l|a|
அ|ன|வ:ு|ம:்|	A|n:a|u|m|
அ|ன:்|ப|ர:்|	A|n|b:a|r|
அ|ஞ:்:ச|ல|ீ|	A|n:j|a:l|e:e|
அ|ஞ:்:ச|ல|ி|	A|n:j|a:l|i|
அ|ஞ:்:ச|ன|ா|	A|n:j|a:n:a|a|
அ|ங:்:க|ர:ா|	A|n:k|a:r:a|
அ|ன|வ:்|ஷ|்|	A|n:o|u|s|h|
அ|ன:்|ப|த:்|	A|n|p|a:d:h|
அ|ன|ு|ப|வ:்|	A|n|u|b|h:a:v|
அ|ன|ு|ம|த:ி|	A|n|u|m|a:t:i|
அ|ன|ு|ப|ம:்|	A|n|u|p:a|m|
அ|ப|ர:்|ண|ா|	A|p:a|r|n|a|
அ|ர:ட|ி:ய:ா|	A|r:a:d|i:a|
அ|ர|க|ோ|ன|ி|	A|r:a|k|o|n|i|
அ|ர|ச|ூ|ர:்|	A|r:a|s|u|r|
அ|ர:்|ச|ன|ா|	A|r|c:h:a|n|a|
அ|ர:்|க|ஜ:்|	A|r|k:a|j|
அ|ர:்|ம|ன:்|	A|r|m:e|n|
அ|ர:்|ப|ன:்|	A|r|p:a|n|
அ|ஸ:்|க|ர|ி|	A|s|g:a|r|i|
அ|ஸ:்|க|ர:்|	A|s|g:h:a|r|
அ|ஸ:்|ட|ர:்|	A|s|t:e|r|
அ|ட:்:ட|ல:்|	A|t:a|l|
அ:த|வ:ா|ல|ே|	A:t:h|a:w:a|l|e|
அ|த|ி|ஃ:ப|ா|	A|t|i|f|a|
அ|த:்|ம|ஜ:்|	A|t|m:a|j|
அ:வ:்|ர|ர:்|	a:u|r:a|r|
அ|வ|த:ே|ஷ|்|	A|v:a|d:h:e|s|h|
அ|வ|ன:ீ|ஷ|்|	A|v:a|n:e:e|s|h|
அ:வ|ன:்|த:்|	A:v:e|n|t|
அ|ய:்|ய|ர:்|	A|y|y:a|r|
அ|ஸ|ா|ம|த:்|	A|z|a|m:a|t|
அ:ஸ|ர|ா|க:்|	A:z:a|r|a|q|
ப|ா|ல|ா|ஜ|ி|	b:a|a|l|a|j|i|
ப|ா|ல|ம:ண|ி|	B:a|a|l:a|m:a:n|i|
ப|ா|ர|ி|க:்|	B:a|a|r|i|q|
ப|ா|ப:்|ர:ு|	B|a|b|h:r:u|
ப|ா|ப:ூ|ஜ|ி|	B|a|b:o:o|j|i|
ப|ா|ப|ு|ல:்|	B|a|b|u|l|
ப|ச:்:ச|ன:்|	B:a|c|h:a:n|
ப|ா|ட|ெ:ன:்|	B|a|d|e:n|
ப|ா|க:்:க|ா|	B|a|g:g|a|
ப|ஹ|த:ூ|ர:்|	B:a|h:a|a:d:u|r|
ப|ஹ|த:ூ|ர:்|	B:a|h|a:d:u|r|
ப|ஹ:்|ஹ|த:்|	B:a|h|h|a:t:h|
ப|ா|ஹ|ி|ர|ா|	B|a|h|i|r|a|
ப|ா|ஹ|ி|ர|ு|	B|a|h|i|r|u|
ப|ஹ|ல|ோ|ல:்|	B:a|h|l|o|l|
ப|ஹ|ர:ு|ப:்|	B:a|h|u:r:u|p|
ப:ை|த|ே|ஹ|ி|	B:a:i|d|e|h|i|
ப:ை|ன:்|ஸ:்|	B:a:i|n|s|
ப|ஜ:்|ர|ங:்|	B:a|j|a:r|a:n:g|
ப|ஜ:்|ர|ங:்|	B:a|j|r|a:n:g|
ப|ா|ஜ|்:வ:ா|	B|a|j|w:a|
ப|ா|ல|ா|ட|ி|	B|a|l|a|d|i|
ப|ா|ல|ா|ஜ|ி|	B|a|l|a|j|e:e|
ப|ல|ர|ா|ம:்|	B:a|l:a|r:a|a|m|
ப|ல|ர|ா|ம:்|	B:a|l:a|r|a|m|
ப|ல|வ|ா|ன:்|	B:a|l:a|v:a|a|n|
ப|ல|வ:ீ|ர:்|	B:a|l:a|v:e:e|r|
ப|ல|வ:ீ|ர:்|	B:a|l|a:v:i|r|
ப|ா|ல|ி|க|்|	B|a|l|i|g|h|
ப|ா|ல:்|ஜ:்|	B|a|l|j|
ப|ா|ல:்|ல|ி|	B|a|l|l|i|
ப|ா|ம:்|ர|ா|	B|a|m|r|a|
ப|ன|ஜ|ி|த:்|	B:a|n:a|j|i|t|
ப|ன|ம:ா|ல|ா|	B:a|n|a:m:a|l|a|
ப|ா|ன|ா|ர:்|	B|a|n|a|r|
ப|ந|்:த|ன:்|	B:a|n|d:h:a|n|
ப|ா|ங:்:க|ா|	B|a|n:g|a|
ப|ஞ:்:ச|ர:ே|	b:a|n:j|a:r:e|
ப|ா|ன|ு|த:்|	B|a|n|u|d|
ப|ர|ா|ப|ம:்|	B:a|r|a|b:h:u|m|
ப|ா|ர|ா|ன:்|	B|a|r|a|n|
ப|ா|ர|ா|ர:்|	B|a|r|a|r|
ப|ா|ர|ா|ர|ா|	B|a|r|a|r|a|
ப|ா|ர|்:க:ி|	B|a|r|q:i|
ப|ா|ர:்|ர|ோ|	B|a|r|r|o:w|
அ:ப:்|ர|ு|ஆ|	B:a|r|u|a|
ப|ா|ர|ு|வ|ா|	B|a|r|u|v|a|
ப|ா|ர:்:வ|ே|	B|a|r:v|e|
ப|ா|ஸ:்:ட|ா|	B|a|s:t|a|
ப|ஸ:்|த|ர:்|	B:a|s|t:a|r|
ப|ே:ட:்|ஸ:்|	B:a|t:e|s|
ப|ா|ட|ு|க:்|	B|a|t|u|q:u:e|
ப|ெ:ன:்|ப|ோ|	B|e:n|b|o:w|
ப|ெ|ன|ி|ன:்|	B|e|n|i|n|
ப|ெ|ஷ:ா|க:்|	B|e|s:h:a|q:u:e|
ப|ா|ங:்:க|ு|	B:h:a|a|n:g|u|
ப|க|வ|ா|ன:்|	b:h:a|g:a|v:a|a|n|
ப|ஜ|ர|ா|ம:்|	B:h:a|j:a|r:a|a|m|
ப:ா|ம:்|ர|ா|	B:h:a|m|r|a|
ப:ா|ங:்:க|ு|	B:h:a|n:g|u|
ப|ன:்|வ|ர|ா|	B:h:a|n|w:a|r|a|
ப:ா|ப:்:ப|ா|	b:h:a|p|a|
ப|ா:ர:த|ி|ய|	B:h:a|r:t|i|y:a|
ப|ா|வ:ி|ன|ி|	B|h|a:v:i|n|i|
ப:ா|வ:்|ன|ா|	B:h:a|v|n|a|
ப|ய:ா|ன|க:்|	B:h|a:y:a|n:a|k|
ப|ெ|ந:்:த|ே|	B:h|e|n:d|e|
ப|ே|ஸ:்|ன:ா|	B:h|e|s|a:n:a|
ப|ி|ல|ா|த:்|	B:h|i|l|a|d|
ப|ி|ல:்:ட|ி|	B:h|i|l:d|i|
ப|ி|வ|ா|ன|ி|	B:h|i|w|a|n|i|
ப:ோ|க:்|ல|ே|	B:h:o|g|l|e|
ப:ோ|க:்:க|ே|	B:h:o|k|e|
ப|ூ|ஷ:ி|த:்|	B|h:o:o|s:h:i|t|
ப:ூ|த|ே|வ:்|	B:h:u|d|e|v|
ப|ு|ல|ோ|ன:்|	B:h|u|l|o|n|
ப|ு|ம|ி|க|ா|	B:h|u|m|i|k|a|
ப:ூ|த|ே|ஷ|்|	B:h:u|t|e|s|h|
ப|ீ|ப:ா|ஸ:்|	B|i|b:h:a|s|
ப|ி|த|ா|ய:்|	B|i|d|a|i|
ப|ி|த|ா|ர:்|	B|i|d|a|r|
ப|ீ|ஹ|ா|ர:்|	B|i|h|a|r|
ப|ி|ஹ|ி|ய|ா|	b|i|h|i|y|a|
ப|ி|ஜ:்|ல|ி|	B|i|j|l|i|
ப|ி|ஜ|ூ|ர:்|	B|i|j|o:o|r|
ப|ி|ப|ி|ன:்|	B|i|p|i|n|
ப|ி|ர:்|ல|ா|	B|i|r|l|a|
ப|ி|ஷ:ா|ன|ி|	B|i|s:h:a|n|i|
ப|ி|ஷ:ா|ர:ா|	B|i|s:h:a|r:a:h|
ப|ி|ஸ:்|ல|ா|	B|i|s|l|a|
ப|ி|ட:்:ட|ி|	B|i|t:t|i|
ப:ி:ள|ா|க|்|	b:l|a|c|k|
ப:ி:ள|ீ|ச:்|	b:l|e|a:c:h|
ப|ோ|த|ா:ஸ:்|	b|o|d:a|s|
ப|ோ|ட|ே|ல|ி|	B|o|d|e|l|i|
ப|ொ|க|ோ|த|ோ|	B|o|g|o|t|a|
ப|ோ|ல|ெ|ர|ோ|	b|o|l|e|r|o|
ப|ோ|ப|ா|ர:ை|	B|o|p|a|r:a:i|
ப|ோ|ர|ா:ன:்|	b|o|r|o:n|
ப:்:ர|ஹ|ம:்|	B:r|a:h|m|
ப:ு:ர|ூ|ல|்|	B:r|u|l|e|
ப|ு|ன|ா|ன:ா|	B|u|n|a|n:a:h|
ப|ு|ண:்:ட|ி|	B|u|n:d|i|
ப|ு|ந:்:த|ி|	B|u|n:d|i|
ப|ு|ர|ா|ஜ:்|	b|u|r|a|j|
ப|ு|ர:்|த:ா|	B|u|r|d:a:h|
ப|ு|ஷ|்:ர:ா|	B|u|s:h|r:a|
க:ா:ய|ே:ல:்|	C:A|E:L|
க:ை|ல:ீ|ன:்|	C:a:i|l:e:a|n|
க:ா|ல|ு|ம:்|	C:a:l|l|u|m|
க|ே|ர|வ|ன:்|	c|a|r:a|v:a|n|
க:ா|ர:ி|ஸ|ா|	C|a:r:i|s:s|a|
க:ா|ர|்:ல:ா|	C|a:r|l:a|
