ஆ|	A:a|
ஹ:ர|ி|ஷ|்:ச|ந:்:த|ி:ர|ா|	H:a:r|i|s|h:c:h|n:d|r|a|
ப|ர:்|த:்:த|ா|ன|ா|	B:h:a|r|t:h|a|n|a|
ப:ா|ர|த|ி|	B:h:a|r|t|i|
ஏ|ர:்|	A:i|r|
ப:ா|ர|த|ி|ய|	B:h:a|r|t|i|y:a|
ப|ட:்|	B:h:a|t|
ப|ட:்:ட|ே|ல:்|	B:h:a|t|e|l|
ப:ா|ட:்:ட|ி|ன:்:ட|ா|	B:h:a|t|i|n:d|a|
ப|ட:்:ட|ி|ண:்:ட|ா|	B:h:a|t|i|n:d|a|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ட|்:ண:ி|	B:h:a|t|n:i|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ட|்:ப:ூ|ர:்|	B:h:a|t|p:u|r|
ப|ட|்:ட:ூ|	B:h:a|t|t:u|
ப|வ|ன:்|	B:h:a|v:a|n|
ப|வ|ா|ன|ி|	B:h:a|v|a|n|i|
ந|க|ர:்|	N:a|g:a|r|
ப|வ|ா|ன|ி|ச|ா:க|ர:்|	B:h:a|v|a|n|i|s|a:g:a|r|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
ப:ா|வ|ே|	B:h:a|v|e|
ப:ா|வ|ி|ன|ி|	B:h:a|v|i|n|i|
ப:ா|வ:்|ன|ா|	B:h:a|v|n|a|
ப:ா|வ|்|ந|க|ர:்|	B:h:a|v|n|a|g:a|r|
ப:ா|வ|்|ந|க|ர:்|	B:h:a|v|n|a|g:a|r|
ட|ெ|ர:்:ம|ி|ன|ஸ|்|	T|e|r:m|i|n|u|s|
ப|ா:வ|ா|ப|ூ|ட:்:ட|ி|	B|h:a:w|a|b|h:o:o|t|i|
ப|வ:ா|ன|ி|	B:h|a:w:a|n|i|
ப|ட|்:ட|ா|ச:்:ச|ா|ர|்:ய:ா|	B:h:a|t|t|a|c:h|a|r|y:a|
ப|வ:ா|ன|ி|ப|ூ:ர:்|	B:h|a:w:a|n|i|p|u:r|
க|ா|ல|ன:்|	K|a|l:a|n|
ப|ய|ா|ன|க:்|	B:h:a|y|a|n:a|k|
ப|ய:வ|த|ா:ர:்|	B:h:a|y:a:v|a:d|a:r|
ப|ீ|ட|ே|	B:h|e:e|d|e|
ப|ீ:க|ி|	B:h|e:e:g|i|
ப|ா|ல|்:க:ன|்|	P|a|l|k:e|n|
ப|ீ:க|ி|	B:h|e:e:g|i|
ர:ா|த:்|	R:a:a|t|
ப|ீ|ம:்|	B:h|e:e|m|
ப|ீ|ம:ர|ா|ஜ:்|	B:h|e:e|m:a:r|a:a|j|
ப|ீ:ம|்:ப:ூ|ர|ா|	B:h|e:e:m|p:u|r|a|
ப|ீ|ஷ|்:ம|	B:h|e:e|s:h|m|
ப|ெ:ந|்:த|ே|	B|h:e:n|d|e|
ப|ே:ஸ|்:ன|ா|	B:h|e:s:a|n|a|
ப|ி|க:்:வ|ா|ன:்|	B:h|i|g:w|a|n|
ப|ி|ல|ா|த:்|	B:h|i|l|a|d|
ப|ி|ல|ா|ய:்|	B:h|i|l|a|i|
ப:வ|ர|்|	P:o:w|e|r|
ஹ|வ|ு|ஸ|்|	H|o|u|s|e|
ப|ி|ல|ா|வ:்|ட|ி|	B:h|i|l|a|v|d|i|
ப|ி|ல:்:ட|ி|	B:h|i|l:d|i|
ப|ி|ல|்:வ|ா|ர|ா|	B:h|i|l|w|a|r|a|
ப:ீ|ம:்|	B:h:i|m|
க:ர|்:ஜ|ன:ா|	G:a:r|j|a:n:a|
ப|ி|ம:ர|்:ல|ா|ய:்|	B:h|i|m:a:r|l|a|i|
ப|ி|ம|ா:ச|ர:்|	B:h|i|m|a:s:a|r|
ப|ி:ந:்|த|ர:்|	B:h|i:n|d:a|r|
ப|ி|ட|வ|ு|ர|ா|	B:h|i|t|a|u|r|a|
ப|ி|ட|ி|வ|ா|ல|ா|	B:h|i|t|i|w|a|l|a|
ப|ி|வ|ா|ண:்:ட|ி|	B:h|i|w|a|n:d|i|
ர:ோ|ட:்|	R:o:a|d|
ப|ி|வ|ா|ன|ி|	B:h|i|w|a|n|i|
ப|ோ|க:்:ல|ே|	B:h|o|g:l|e|
ப|ோ:ஜ|ி|ப|ூ|ர|ா|	B|h:o:j|i|p|u|r|a|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ோ:ஜ|ோ|	B|h:o:j|o|
ப|ோ:ஜ|ு|த|ி|	B|h:o:j|u|d|i:h|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ோ|க:்:க|ே|	B:h|o|k|e|
ப|ோ|ல|ா|	B:h|o|l|a|
ப:ா|ல|ா|	B:h:a|l|a|
ப|ோ|ல|ா|	B:h|o|l|a|
ஷ:ங|்|க|ர:்|	S:h:a|n|k:a|r|
ப|ோ|ல|ி|	B:h|o|l|i|
ப|ோ|ன|ே|	B:h|o|n|e|
ப|ூ:க|்|	B:h|o:o:k|h|
ப|ூ:ம|ி|	B:h|o:o:m|i|
ப|ூ|ஷ|ன:்|	B:h|o:o|s:h:a|n|
ப|ூ|ஷ:ி|த:்|	B:h|o:o|s:h:i|t|
ப|ூ|த:்|	B:h|o:o|t|
ம|ே|ர|ா|	M|e|r|a|
ச|ா:த|ி|	S:a|a:t:h|i|
ப|ோ|ப:்:ப|ா|ல:்|	B:h|o|p|a|l|
ப|ோ:ப|த:்|க|ர:்|	B:h|o:p:a|t|k:a|r|
ப|ோ|ர|்|	B:h|o|r|e|
ப|ெ|ள:ன:்|	B:h|o|u:n|
ப|ோ:ர|ா|	B:h|o:u:r|a|
ப|ி:ர|ஷ|்:ட|ச|ா:ர:்|	B:h|r|a:s:h|t|a:c:h|a:r|
ப:ு|வ:ன|ே|ஸ:்|வ|ர:்|	B:h:u|b:a:n|e|s|w:a|r|
ப|ூ|த|ே:வ:்|	B:h|u|d|e:v|
ப:ு|த|்:ர|ா|ஜ:்|	B:h:u|d|r|a|j|
ப:ு|ல:்|ல|ர:்|	B:h:u|l|l:a|r|
ப:ு|ல|ோ:ன:்|	B:h:u|l|o:n|
ப|ு:ம|ி|க|ா|	B|h:u:m|i|k|a|
ப|ூ:ப|ா|ல|்:ச|ா:க|ர:்|	B|h:u:p|a|l|s|a:g:a|r|
ப|ூ:ப|ி|ந:்:த|ர|்:ப|ா|ல:்|	B|h:u:p|i|n:d|e:r|p|a|l|
ப|ு:ப|்:ப|ா|ல:்|	B|h:u:p|p|a|l|
ப|ூ|ர:ண|்:ய|ூ|	B:h|u|r:a:n|y|u|
ப|ு:ச|ா|வ|ல:்|	B|h:u:s|a|v:a|l|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ூ:த|ே|ஷ|்|	B|h:u:t|e|s|h|
ப|ு:வ|ன:்|	B:h|u:v:a|n|
ப|ு:வ|ன:்|	B:h|u:v:a|n|
ஷ:ோ|ம|்|	S:h:o|m|e|
ப:ு|வ:ன|ே|ஸ:்|வ:ர|ி|	B:h:u|v:a:n|e|s|w:a:r|i|
ஹ|ி|ண:்:ட|ு|	H|i|n:d|u|
ப|ீ:ப|ா|ஸ:்|	B|i:b:h|a|s|
ப|ி|ச:்:ச|ி:ய|ா|	B|i|c:h|i|a|
ப|ி|த|ா|ய:்|	B|i|d|a|i|
ப|ி|ட|ா|ன|்:ப:ூ|ர:்|	B|i|d|a|n|p:u|r|
ப|ி|த|ா:ர:்|	B|i|d|a:r|
ப|ி|க:்|	B|i|g|
ஆ|ப:்:ப|ி:ள:்|	A|p:p|l:e|
ப|ி|க|ா:ப|ூ:ர:்|	B|i|g|h:a:p|u:r|
ப|ீ|ஹ|ா:ர:்|	B|i|h|a:r|
ப|ி|ஹ|ி|ய|ா|	B|i|h|i|y|a|
ப|ி|ஜ|ா|ய:்|ந:க|ர|்|	B|i|j|a|i|n:a:g|a|r|
ப|ி|ஜ:ப|ூ:ர:்|	B|i|j:a:p|u:r|
ப|ி:ஜ|ப:்:ப|ூ:ர:்|	B|i:j:a|p|u:r|
ப|ி|ஜ|ா|ப|ூ:ர:்|	B|i|j|a|p|u:r|
ப|ி|ஜ:ய|்:ச:ோ|ட:்:ட|ா|	B|i|j:a:y|s:o|t|a|
ப|ி|ஜ:்|ல|ி|	B|i|j|l|i|
ப|ி|ஜ:்|ல|ி|	B|i|j|l|i|
ச|ம:்:க|ே|	C:h:a|m:k|e|
ஜ:ம|ா|ன|ா|	J:a:m|a|n|a|
ப|ர:்|	P:a|r|
ப|ி|ஜ|ோ|ல|ி:ய|ா|	B|i|j|o|l|i|a|
ப|ி|ஜ|ூ|ர:்|	B|i|j|o:o|r|
ப|ி|ஜ:்|ர|ோ|த:்:த|ா|	B|i|j|r|o|t:h|a|
ப|ி|ஜ|ங|்|ஷ|ன|ோ:ர:்|	B|i|j|u:n|c:t|i:o|n|o:r|
ப|ி|க|ா|ன:்:ந|ெ:ர:்|	B|i|k|a|n|e:r|
ப|ி:க|்:க|ா|ன|ெ:ர:்|	B|i|k|a|n|e:r|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ை|க|்|	B|i|k|e|
ர|ே|ச|ி|ங|்|	R|a|c|i|n|g|
ப|ி|க:ா|ர|ே|	B|i|k:h:a|r|e|
ம|ோ|த|ி|	M|o|t|i|
ப|ி|ல|ா|ல:்|	B|i|l|a|l|
ஆ|ச|ா|த:்|	A|s|a|d|
ப|ி|ல|ா|ஸ|்:ப:ூ|ர:்|	B|i|l|a|s|p:u|r|
ப|ி|ல|ா|ஸ|்:ப:ூ|ர:்|	B|i|l|a|s|p:u|r|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ி|ல|ா|ஸ|்:ப:ூ|ர|ி|	B|i|l|a|s|p:u|r|i|
ப|ி|ல:்:ஹ|ா:ர:்|	B|i|l:h|a:r|
க:ா|ட:்|	G:h:a|t|
ப|ி|ல:்:ஹ|ா|வ:ு|ர:்|	B|i|l:h|a|u|r|
ப|ி|ல|்|	B|i|l|l|
க:ி:ள|ி|ண|்:ட:ன|்|	C:l|i|n|t:o|n|
ப|ி|ல|்|	B|i|l|l|
க|ே:ட|்:ஸ:்|	G|a:t:e|s|
ப|ி|ல|்:ப:ூ|ர:்|	B|i|l|p:u|r|
ப|ி|ல:்:க|ி|ஸ:்|	B|i|l:q|i|s|
ப|ி|ல|்:வ|ா|ய:்|	B|i|l|w|a|i|
ப|ி|ம:ல|ா|	B|i|m:a:l|a|
ப|ி:ன:்|	B|i:n|
ம:ா|	M:a:a|
க|ே|	K|e|
ப|ச:்|ச:ே|ய:்|	B:h|a:c:h|c:h:e|y|
ப|ி|ன|ா|	B|i|n|a|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ி|ந:்:த|ி|ய|ா|	B|i|n:d|i|y|a|
ப|ி|ந:்:த|ி|ய|ா|	B|i|n:d|i|y|a|
ஔ|ர:்|	A:u|r|
ப|ே:ண:்|ட|ூ|க:்|	B|a:n|d|o:o|k|
ப|ி|ந:்:த|ி|ய|ா|	B|i|n:d|i|y|a|
ச|ம:்:க|ே|க|ி|	C:h:a|m:k|e|g|i|
ப|ி|ண:்:ட|்:க|ி|	B|i|n:d|k|i|
ர:ோ|ட:்|	R:o:a|d|
ப|ி|ந:்:த|்:ர|ா|	B|i|n:d|r|a|
ப|ி|ந:்:த|ு:ச|ர:்|	B|i|n:d|u:s:a|r|
ப|ி|ங|்|	B|i|n|g|
க|்:ர:ா|ஸ|்:ப:ி|	C|r:o|s|b:y|
ப|ி:ங|்:க:ா|ம:்|	B|i:n:g|h:a|m|
ப|ி:ன:்|ன:க|ு|ர|ி|	B|i:n|n:a:g|u|r|i|
ப|ய|ோ|க:ெ|ம|ி|ஸ|்:ட|ி:ர:ி|	B|i|o|c:h:e|m|i|s|t|r:y|
ப|ை:ய:ோ|க:ெ|ம|ி|ஸ|்:ட|ி:ர:ி|	B|i:o|c:h:e|m|i|s|t|r:y|
ப|ய|ோ|க|ா:ன:்|	B|i|o|c|o:n|
ப|ை|ய:ோ:ப|ி:ர:ா|க|ி:ர:ெ|ஸ|்|	B|i|o:p|r:o|g|r:e|s|s|
ப|ி|ப|ி:ன:்|	B|i|p|i:n|
ப|ி:ர:்|	B|i:r|
ப|ீ|ர:்|	B|i|r|
ப|ி:ர:்|	B|i:r|
ப|ி|க|்|ர|ம:்|	B|i|k|r|o|m|
ப|ி:ர:்|	B|i:r|
உ|த|்|த|ம:்|	U|t|t|o|m|
ப|ி|ர|ா:த|்:வ|ா|ல:்|	B|i|r|a:d:h|w|a|l|
ப|ி|ர|ஜ:்|	B|i|r:a|j|
ப|ா|ஹ|ு|	B|a|h|u|
ப|ி|ர|்:ஜ:ு|	B|i|r|j:u|
உ|ஸ|்:த:ா|த:்|	U|s|t:a|d|
ப|ி|ர:்:ல|ா|	B|i|r:l|a|
ப|ி|ர:்:ல|ா|	B|i|r:l|a|
ட|ய|ர|்|ஸ:்|	T|y|r|e|s|
ப|ி|ர:்:ல|ா|ச|ா:ஃ:ப|்:ட:்|	B|i|r:l|a|s|o:f|t|
ப|ி|ர:்:ம|ி|ங|்:க|ம:்|	B|i|r:m|i|n|g:h:a|m|
ப|ி|ர:்:ம|ி:த:்|ர|ா|ப|ூ:ர:்|	B|i|r:m|i:t|r|a|p|u:r|
ப|ி|ர|ோ|ல|ி|ய|ா|	B|i|r|o|l|i|y|a|
ப|ி|ர|்|	B|i|r|r|
ப|ி|ர|ூ:ர:்|	B|i|r|u:r|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
ப|ி|ஸ|்:க|ே|ன|்|	B|i|s|c|a:y|n|e|
ப|ி:ஷ|ா|ன:்|	B|i:s:h|a|n|
ச|ி:ங|்|	S|i:n:g|h|
ப|ே|ட|ி|	B|e|d|i|
ப|ி:ஷ|ா|ன|ி|	B|i:s:h|a|n|i|
ப|ி:ஷ|ன|்:ப|ா|ல:்|	B|i:s:h|a:n|p|a|l|
ப|ி:ஷ|ா|ர:ா|	B|i:s:h|a|r:a:h|
ப|ி|ஸ|்|ம|ி|ல:்|ல:ா|	B|i|s|h|m|i|l|l:a:h|
க|ி|	K|i|
ப:ர|்:க:த|்|	B:a:r|k:a|t|
ப|ி:ஷ|்:ண:ு|ப|ூ:ர:்|	B|i:s:h|n:u|p|u:r|
ப|ி:ஷ|ப|்|	B|i:s:h|o|p|
ப|ி:ஷ|்:ர:்|	B|i:s:h|r|
அ|ல:்:-|ஹ:ா:ஃ|ப:்:ப|ி|	A|l:-|h:a|f|i|
ப|ி:ஷ|்:ர|ா|ம:்:ப|ூ:ர:்|	B|i:s:h|r|a|m:p|u:r|
ப|ி|ஸ:்|ல|ா|	B|i|s|l|a|
ப|ி|ஸ|்:ம|ு|த|்|	B|i|s|m|u|t|h|
ப|ி|ஸ|்:வ|ா|ன:்|	B|i|s|w|a|n|
ப|ி|ட|்:ட|ே:ர|ூ|ட:்|	B|i|t|t|e:r:r|o:o|t|
ப|ி|ட|்:ட|ி|	B|i|t|t|i|
ப|ி|வ|ி|	B|i|w|i|
ஔ|ர:்|	A:u|r|
ம|க:்:க|ன:்|	M:a|k:a|n|
ப|ி|வ|ி|	B|i|w|i|
க|ி|ர:ய|ே|	K|i|r:a:y|e|
க|ி|	K|i|
ப|ி:ள:ா|க|்|	B|l:a|c|k|
ப|ி:ள|ெ:ய:்|ர:்|	B|l|a:i|r|
ஹ|ா|ர|்:ட|்:ல|ா:ண:்|ட:்|	H|a|r|t|l|a:n|d|
ப|ி:ள|ா:ண:்|ட:்|	B|l|a:n|d|
ப|ி:ள|ீ|ச:்|	B|l|e|a:c:h|
ப|ி:ள|ா|க|்|	B|l|o|c|k|
ஐ:ல|ா:ண:்|ட:்|	I:s:l|a:n|d|
ப|ா:ப:்|	B|o:b|
ஹ|ோ|ப|்|	H|o|p|e|
ப|ா:ப:்|	B|o:b|
ம|ா|ஸ:்|ஸ:ி|	M|a|s|s:i:e|
ப|ா:ப:்|	B|o:b|
ப|ே:க|்:வ|ு|ட:்|	P|a:c:k|w|o:o|d|
ப|ா:ப:்|	B|o:b|
ஸ|ி|ம:்:ப|்:ச:ன|்|	S|i|m:p|s:o|n|
ப|ா:ப:்|	B|o:b|
வ:ு|ல:்:ம|ெ:ர:்|	W:o:o|l:m|e:r|
ப|ோ|க|ா|	B|o|c|a|
ர:ட|ோ:ன:்|	R:a:t|o:n|
க:ம|்:ய:ு|ன:ி:ட|்:ட:ி|	C:o:m|m:u|n:i|t:y|
ப|ோ|த|ா|ஸ:்|	B|o|d|a|s|
ப|ோ|ட|ே|ல|ி|	B|o|d|e|l|i|
ப|ோ|த|்|க:ய|ா|	B|o|d|h|g:a:y|a|
ப|ோ|த|்|ர|ா|ன:்|	B|o|d|h|r|a|n|
ப|ோ|ட:்:வ|ா|ட:்|	B|o|d:w|a|d|
ப|ா|ட|ி|	B|o|d|y|
ப|ி:ல|்:ட|ி|ங|்|	B|u:l:i|d|i|n|g|
ப|ொ|க|ோ|த|ோ|	B|o|g|o|t|a|
ப|ோ|க:த|ே|	B|o|k:a:d|e|
ப|ொ|ல|ா|ன|்:க|ி:ர:்|	B|o|l|a|n|g|i:r|
ப|ொ|ல|ா|ர|ம:்|	B|o|l|a|r:u|m|
ப|ோ|ல|ெ|ர|ோ|	B|o|l|e|r|o|
ப|ோ|ல|ி|வ|ி:ய|ா|ன|ோ|	B|o|l|i|v|i|a|n|o|
ப:ொ|ல|ி|ங|்|க:ர:்|	B:o:l|l|i|n|g|e:r|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
ட|ை|ய|ி|ங|்|	D|y|e|i|n|g|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
க|ா|	K|a|
ம|ஹ|ர|ா|ஜ|ா|	M|a:h:a|r|a|j|a|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
க|ி|	K|i|
ப|ி|ல:்:ல|ி|	B|i|l:l|i|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
ம:ஸ|்:ஜ|ி|த:்|	M:a:s|j|i|d|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
ர:ா|த:்|	R:a:a|t|
க|ி|	K|i|
ப:ஹ|ோ:ன:்|	B:a:h|o:n|
ம:ெ:ய|ி:ன:்|	M:e|i:n|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
ச:ம|ா|ச|்|ச:ர:்|	S:a:m|a|c|h|a:r|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
ட:வ|ு:ன:்|	T:o:w|n|
ப|ா:ம:்|ப|ே|	B|o:m|b|a:y|
வ|ா:ர:்|	W|a:r|
ப|ொ:ம:்|ம|ி|ட|ி|	B|o:m|m|i|d|i|
ப|ா|ன:்:ச|ெ|ல:்:ல|ெ|ஸ:்|	B|o|n:c|e|l:l|e|s|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ப|ா:ன:்|ச|ு|ன|ெ|	B|o:n|c:h|u|n|e|
ப|ோ|ன|்|ஸ|்:ட|ெ|ல|்|	B|o|n|e|s|t|e|l|l|
ப|ொ|ங|்:க|ை|க|ா:ன:்|	B|o|n|g|a:i|g:a|o:n|
ப:ோ|ன|ட|்|	B:o:n|n|e|t|
ப:ி|ள:ம|்|	P|l:u:m|e|
ப|ா:ன:்|ஸ|்:க:ோ|	B|o:n|s|o|
எ|ல:க|்:ட|ி:ர:ா|ன|ி:க:்|ஸ:்|	E|l:e:c|t|r:o|n|i:c|s|
இ:ன:்|ட:ர|்|ந|ே:ஷ|ன|ல:்|	I:n|t:e:r|n|a|t:i:o|n:a|l|
ப|ோ|ன|ி|	B|o|n|y|
ப|்|ள:ே:ர|்|	B|l|a:i|r|
ப|ூ|க:ி|	B|o:o|g:i:e|
வ|ூ|க:ி|	W|o:o|g:i:e|
ப|ூ:ம|்:ப|்:ஸ|்:-:ஆ|-|ட|ெ:ய:்|ஸ|ி|	B|o:o:m|p|s|-:a|-|d|a:i|s|y|
ப|ூ|ண:்|ட:்|	B|o:o|n|d|
ஜ|ோ|	J|o|
ப|ன:்|	B:a|n|
க:ய|ீ|	G:a:y|e:e|
ம|ோ|ட|ி|	M|o|t|i|
ப|ூ|ர|்:த|ி:-|ஸ|ா|ஃ|ப:்|ப:ர:்|	B|o:o|r|d|h:i:-|z|a|f|f|e:r|
ப|ூ|ட:்|	B|o:o|t|
ப|ா|ல|ி|ஷ|்|	P|o|l|i|s|h|
ப|ோ|ப|ா|ர|ை|	B|o|p|a|r|a:i|
ப|ோ|ர|்:க|ா:வ:ூ|ன:்|க|ர:்|	B|o|r|g|a:o|n|k:a|r|
ப|ோ|ர|ி|ஸ:்|	B|o|r|i|s|
எ|ல:்:ச|ி:ன:்|	Y:e:l|t:s|i:n|
ப|ோ|ர|ி|வ|ா|ல|ி|	B|o|r|i|v|a|l|i|
ப|ோ:ர:்|க|ர:்|	B|o:r|k:a|r|
ப|ா:ர:்|ன|ி:ய:ோ|	B|o:r|n|e:o|
ப|ா:ர:்|ன|்:ஹ|ெ|ம:்|	B|o:r|n|h|e|m|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ப|ோ|ர|ா:ன:்|	B|o|r|o:n|
ப|ோ:ஷ|்|	B|o:s:c|h|
ச|ே:ச|ி|ஸ:்|	C:h|a:s:s|i|s|
ப|ோ:ஷ|்|ப:ீ|க:்|	B|o:s:c|h|b:e:e|k|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ப|ோ|ஸ|்:ப|ோ|ர|ஸ|்|	B|o|s|p|o|r|u|s|
ப|ா|ஸ|்:ட:ன|்|	B|o|s|t:o|n|
ப|ெ|ள:ட|ி|ய|ூ|	B|o|u:r:d|i|e|u|
ஓ|க|்:ஸ:்|	O|k|z|
ப|ோ|ய:்|க|ா|ஸ:்|	B|o:u|y|g:u|e|s|
ப|ொ|ச|ௌ:க|்:க|ி|	B|o|u|z:o:u|k|i|
ப|ெ|ள|ட|ெ:ன:்|	B|o|w|d|e:n|
ப|ா:ய:்|	B|o:y|
ஃ:ப|ி:ர|ண:்|ட:்|	F|r|i:e:n|d|
ப|ி:ர|ா|ட:்|	B|r|a|d|
ஹ|ா|ட:்|ட|ி:ன:்|	H|a|d|d|i:n|
ப|்:ர|ஹ|ம:்|த|ே:வ:்|	B|r|a:h:a|m|d|e:v|
ப|்:ர|ஹ|ம:்|	B|r|a:h|m|
ப|்:ர|ம|்|ம|ா|	B|r|a|h|m|a|
ப|்:ர|ம|்|ம|ப:்|ர:த|ா|	B|r|a|h|m:a|b|r:a:t|a|
ப|ி:ர|ஹ|்:ம|ச|்:ச:ா|ர|ி|	B|r|a:h|m|a:c:h|a|r|i|
ப|்:ர|ம|்|ம:த|த:்|	B|r|a|h|m:a:d|u:t:t|
ப|ி:ர|ம|்|ம|ன:்|ய|	B|r|a|h|m:a|n|y:a|
த|ே:வ:்|	D|e:v|
ப|்:ர|ா:ண:்|ட:ீ|ஸ:்|	B|r|a:n|d:e:i|s|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ப|ி:ர|ா|ன:்:ட|ெ|ன|்:ப|ர|்:க:்|	B|r|a|n:d|e|n|b|u:r|g|
ப|ி:ர|ன|்:ட:்|	B|r|a:n|t|
ப|ி:ர|ச:ி|ல|ி:ய|ா|	B|r|a:s:i|l|i|a|
ப|ி:ர|ே|ச|ி|ல|ி:ய|ா|	B|r|a|s|i|l|i|a|
ப|்:ர|த|ீ|ந:்:த|்:ர|ா|	B|r|a:t|i|n:d|r|a|
ப|ி:ர|த|்:ஸ|்:க:்|	B|r|a:t|s|k|
ப|்:ர|ா|ய|்:ல|ா|	B|r|a|y|l|a|
ச|ௌ:ர|ா|ஸ|ி|	C:h|a:u:r|a|s|i|
ப|ி:ர|ா|ஸ|ோ|ஸ|்:ப|ோ|ர|்:ட:்|	B|r|a|z|o|s|p|o|r|t|
க:ி|ற:ி|ஸ|்:ட|ி|ய:ன:்|	C|h:r:i|s|t|i|a:n|
ச|ெ:ன:்|ட|ர:்|	C|e:n|t:e|r|
ப|்:ர|ே|க:்:க|ன:்|	B|r|e|c:o|n|
ப:ீ|க:்:க|ன:்|ஸ:்|	B:e:a|c:o|n|s|
ப|ி:ர:ெ|ண|்|ட:ன|்|	B|r:e|n|d|o|n|
ப|ி:ர|ே:ஸ|்:வ|ெ|ல|்|	B|r|a:c:e|w|e|l|l|
ப|ி:ர:ெ|ன|்|ட:ன|்|	B|r:e|n|d|o|n|
ஜ|ூ|ல|ி|ய:ன:்|	J|u|l|i|a:n|
ப|்:ர|ெ|ண|்|ட:ன|்|	B|r|e|n|d|o|n|
க|ு|ர|ு|ப:்:ப|ு|	K|u|r|u|p:p|u|
ப|ி:ர:ெ|ஸ|்:ட:்|	B|r:e|s|t|
ஃ:ப:்|ப:ோ:ர|்:ட|்:ர|ெ|ஸ|்|	F|o:r|t|r|e|s|s|
ப|ி:ர|ே|ட:க|்:ன:ெ|	B|r|e|t:a:g|n:e|
ப|ி:ர:ெ|ட|்|	B|r:e|t|t|
ட|ோ|ர:ே|	D|o|r:e:y|
ப|ி:ர:ெ|ட|்|	B|r:e|t|t|
ல:ீ|	L:e:e|
ப|்:ர|ய|ன|்|	B|r|i|a|n|
ல|ா|ர|ா|	L|a|r|a|
ப|ி:ர|ய|ன|்|	B|r|i|a|n|
ல|க:்|ஹ|ஸ|்|ட:்|	L|u:c:k|h|u|r:s|t|
ப|ி:ர|ி|க|்|	B|r|i|c|k|
ஸ:்:க|ூ|ல|்:ஹ:வ|ு|ஸ|்|	S:c|h:o:o|l|h:o|u|s|e|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ப|ி:ர|ி|ட:்:ஜ|்|	B|r|i|d:g|e|
ப|ி:ர|ி|ட:்:ஜ|்|ப|ோ|ர|்:ட:்|	B|r|i|d:g|e|p|o|r|t|
க:ி|ற:ி|ஸ|்:ட|ி|ய:ன:்|	C|h:r:i|s|t|i|a:n|
ப|ி:ர|ி|ஜ|ா|ல:்|	B|r|i|j|a|l|
ப|ட:்:ட|ே|ல:்|	P:a|t|e|l|
ப|்:ர|ி|ஜ|ே|ஷ|்|	B|r|i|j|e|s|h|
ப|ி:ர|ி|ஜ|ே|ஷ|்|	B|r|i|j|e|s|h|
ப|ட:்:ட|ே|ல:்|	P:a|t|e|l|
ப|்:ர|ி|ஜ:்:ம|ோ:க|ன:்|	B|r|i|j:m|o:h:a|n|
ப|ி:ர|ி|ஸ|்:ப:ன|்|	B|r|i|s|b:o|n|
ப|ி:ர|ி|ஸ:்|க:ோ|	B|r|i|s|c:o:e|
ப|்:ர|ி:ட:்|ட:ி:ஷ|்|	B|r|i:t|i:s|h|
ப|்:ர|ி:ட:்|ட:ி:ஷ|்|	B|r|i:t|i:s|h|
அ|க|ா|ட|ம:ி|	A|c|a|d|e:m:y|
ட|ெ|ல|ி|வ|ி|ஷ|ன:்|	T|e|l|e|v|i|s:i:o|n|
அ|வ|ா:ர:்|ட:்|ஸ:்|	A|w|a:r|d|s|
ப|்:ர|ி:ட:்|ட:ி:ஷ|்|	B|r|i:t|i:s|h|
ப:ு|க:்|	B:o:o|k|
அ|வ|ா:ர:்|ட:்|ஸ:்|	A|w|a:r|d|s|
ப|்:ர|ி:ட:்|ட:ி:ஷ|்|	B|r|i:t|i:s|h|
ப|ெ|ட|்:ர|ோ|ல|ி|ய:ம:்|	P|e|t|r|o|l|e|u:m|
